om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
306314,2011,4,27,4/27/2011,20:45:00,3,GA,13,23,1,1,0,1.8,0,33.1386,-85.0878,33.3023,-84.8678,17.02,100,1,1,1,285,149,77,0,0
306600,2011,4,27,4/27/2011,21:20:00,3,GA,13,24,2,6,0,10,0,32.9684,-85.0301,33.0159,-84.9288,6.73,440,1,1,1,285,0,0,0,0
306601,2011,4,27,4/27/2011,21:55:00,3,GA,13,25,2,0,0,8.5,0,32.82,-84.85,32.9596,-84.4632,24.5,1320,1,1,1,145,199,293,0,0
306606,2011,4,27,4/27/2011,21:59:00,3,GA,13,26,3,0,2,25.4,0,33.1663,-84.5806,33.3573,-84.2664,21.68,880,1,1,1,199,255,151,0,0
306882,2011,4,27,4/27/2011,22:38:00,3,GA,13,27,3,22,2,15.04,0,32.9958,-84.321,33.2,-83.846,30.82,1056,1,1,1,231,171,207,35,0
307092,2011,4,27,4/27/2011,23:11:00,3,GA,13,28,1,0,0,8.15,0,33.5125,-83.7117,33.6339,-83.2996,25.21,880,1,1,1,217,211,133,0,0
307106,2011,4,28,4/28/2011,0:50:00,3,GA,13,29,1,0,0,1.015,0,33.2288,-83.3138,33.2735,-83.2052,6.74,200,1,1,1,237,141,0,0,0
307167,2011,4,28,4/28/2011,1:39:00,3,GA,13,30,1,0,0,1,0,33.4319,-82.7598,33.4617,-82.6299,7.76,440,1,1,1,301,0,0,0,0
287947,2011,4,28,4/28/2011,14:22:00,3,GA,13,31,0,0,0,0,0,31.31,-81.48,31.31,-81.48,0.01,1,1,1,1,127,0,0,0,0
346394,2011,9,5,9/5/2011,13:11:00,3,GA,13,32,1,1,0,20,0,34.0829,-84.5627,34.45,-84.35,28.38,440,1,1,1,57,227,0,0,0
350981,2011,11,16,11/16/2011,12:35:00,3,GA,13,33,2,2,0,5.01,0,32.697,-85.1173,32.83,-84.66,28.12,880,2,1,2,145,263,0,0,0
348163,2011,11,16,11/16/2011,15:53:00,3,GA,13,34,0,0,0,0.01,0,33.32,-82.0827,33.3311,-82.068,1.14,40,1,1,1,245,0,0,0,0
348165,2011,11,16,11/16/2011,16:34:00,3,GA,13,35,1,0,0,0.2,0,33.1431,-81.9098,33.1774,-81.8046,6.53,100,1,1,1,33,0,0,0,0
350311,2011,11,16,11/16/2011,19:40:00,3,GA,13,36,1,0,0,0.008,0,31.27,-82.44,31.2726,-82.4373,0.24,200,1,1,1,299,0,0,0,0
357512,2011,12,22,12/22/2011,15:50:00,3,GA,13,37,2,3,0,2.25,0,34.2463,-85.342,34.3252,-85.1413,12.69,200,1,1,1,115,0,0,0,0
357513,2011,12,22,12/22/2011,16:03:00,3,GA,13,38,3,4,0,0.652,0,34.3753,-85.0146,34.48,-84.86,11.42,880,1,1,1,115,15,129,0,0
357598,2011,12,22,12/22/2011,16:32:00,3,GA,13,39,1,0,0,0.075,0,34.5748,-84.6465,34.5854,-84.6234,1.5,300,1,1,1,123,0,0,0,0
357582,2011,12,22,12/22/2011,16:44:00,3,GA,13,40,1,0,0,0.15,0,33.2664,-84.7997,33.2735,-84.7833,1.07,100,1,1,1,77,0,0,0,0
357630,2011,12,22,12/22/2011,17:16:00,3,GA,13,41,1,0,0,0.025,0,33.3375,-84.412,33.356,-84.3943,1.64,100,1,1,1,113,0,0,0,0
357631,2011,12,22,12/22/2011,17:18:00,3,GA,13,42,0,0,0,0.025,0,33.5115,-84.5409,33.5201,-84.4915,2.91,200,1,1,1,113,0,0,0,0
361323,2012,1,21,1/21/2012,11:10:00,3,GA,13,0,1,0,0,0.01,0,33.3142,-84.7583,33.3096,-84.7412,1.04,200,1,1,1,77,0,0,0,0
361320,2012,1,21,1/21/2012,14:45:00,3,GA,13,0,1,0,0,0.3,0,32.3404,-84.0641,32.2923,-83.9356,8.21,200,1,1,1,193,0,0,0,0
361028,2012,1,21,1/21/2012,15:15:00,3,GA,13,0,0,0,0,0.025,0,32.2264,-83.7964,32.164,-83.6335,10.45,30,1,1,1,93,0,0,0,0
365156,2012,2,22,2/22/2012,21:12:00,3,GA,13,0,1,0,0,1.6,0,34.2588,-85.1454,34.2537,-85.0879,3.3,75,1,1,1,115,0,0,0,0
358357,2012,2,24,2/24/2012,12:42:00,3,GA,13,0,0,0,0,0.02,0,31.299,-83.577,31.317,-83.517,3.75,50,1,1,1,71,0,0,0,0
365183,2012,3,2,3/2/2012,19:09:00,3,GA,13,0,3,1,0,11.75,0,33.8681,-85.2964,33.931,-84.7965,29.02,200,1,1,1,143,223,0,0,0
365185,2012,3,2,3/2/2012,20:14:00,3,GA,13,0,1,0,0,0.075,0,33.9798,-84.4608,33.9799,-84.4362,1.41,150,1,1,1,67,0,0,0,0
360325,2012,3,3,3/3/2012,6:15:00,3,GA,13,0,0,0,0,0.02,0,31.1964,-84.683,31.1968,-84.6779,0.3,25,1,1,1,201,0,0,0,0
359666,2012,3,3,3/3/2012,7:30:00,3,GA,13,0,0,0,0,0.035,0,31.05,-84.43,31.07,-84.38,3.27,25,1,1,1,87,0,0,0,0
360326,2012,3,3,3/3/2012,11:56:00,3,GA,13,0,3,0,0,0.75,0.1,31.008,-83.2517,31.0432,-83.0804,10.45,390,1,1,1,185,173,0,0,0
362795,2012,3,23,3/23/2012,13:20:00,3,GA,13,0,0,0,0,0.005,0,31.434,-84.9487,31.4518,-84.8922,3.55,25,1,1,1,99,0,0,0,0
398929,2012,7,18,7/18/2012,13:42:00,3,GA,13,0,0,0,0,0,0,31.1123,-81.4808,31.1182,-81.4756,0.51,25,1,1,1,127,0,0,0,0
418329,2012,12,17,12/17/2012,12:46:00,3,GA,13,0,1,0,0,0,0,32.1676,-82.7411,32.1675,-82.7349,0.36,75,1,1,1,309,0,0,0,0
418330,2012,12,17,12/17/2012,12:48:00,3,GA,13,0,0,0,0,0,0,31.9394,-83.0396,31.948,-83.0248,1.05,15,1,1,1,271,0,0,0,0
418331,2012,12,17,12/17/2012,12:49:00,3,GA,13,0,1,0,0,0.005,0,32.0708,-82.7317,32.0701,-82.7262,0.32,75,1,1,1,309,0,0,0,0
428260,2013,1,30,1/30/2013,10:12:00,3,GA,13,0,3,17,1,75,0,34.3411,-84.9527,34.5981,-84.7313,21.78,900,1,1,1,15,129,0,0,0
428268,2013,1,30,1/30/2013,11:05:00,3,GA,13,0,1,0,0,0.185,0,34.8171,-84.4279,34.9452,-84.2912,11.77,900,1,1,1,123,111,0,0,0
422661,2013,1,30,1/30/2013,17:09:00,3,GA,13,0,0,0,0,0.015,0,31.3142,-84.3536,31.3196,-84.3344,1.19,25,1,1,1,7,0,0,0,0
422667,2013,1,30,1/30/2013,17:12:00,3,GA,13,0,0,0,0,0.001,0,31.6405,-84.1608,31.6486,-84.1368,1.51,25,1,1,1,177,0,0,0,0
428334,2013,3,5,3/5/2013,18:02:00,3,GA,13,0,1,0,0,0.25,0,33.2693,-82.6114,33.2742,-82.5854,1.54,150,1,1,1,125,0,0,0,0
436984,2013,3,18,3/18/2013,16:10:00,3,GA,13,0,2,0,0,0.285,0,33.1437,-84.6765,33.0898,-84.4549,13.34,300,1,1,1,199,231,0,0,0
429772,2013,3,18,3/18/2013,19:01:00,3,GA,13,0,1,0,0,0.12,0,32.9617,-82.1649,32.9313,-82.0708,5.85,220,1,1,1,33,0,0,0,0
444574,2013,4,11,4/11/2013,16:23:00,3,GA,13,0,0,0,0,0.03,0,33.675,-85.305,33.735,-85.237,5.7,150,1,1,1,143,0,0,0,0
444584,2013,4,11,4/11/2013,17:01:00,3,GA,13,0,0,0,0,0.015,0,33.988,-84.995,33.993,-84.993,0.36,25,1,1,1,233,0,0,0,0
444568,2013,4,11,4/11/2013,19:23:00,3,GA,13,0,1,0,0,0.325,0,34.4515,-83.93,34.4879,-83.8744,4.07,250,1,1,1,187,139,187,0,0
444681,2013,4,19,4/19/2013,11:12:00,3,GA,13,0,2,1,0,0.5025,0,33.5069,-83.7465,33.5408,-83.6246,11.04,175,1,1,1,217,211,0,0,0
445194,2013,4,28,4/28/2013,11:30:00,3,GA,13,0,0,0,0,0.06,0,33.2877,-84.7611,33.2888,-84.759,0.14,50,1,1,1,77,0,0,0,0
445196,2013,4,28,4/28/2013,13:20:00,3,GA,13,0,0,0,0,0.02,0,33.4733,-84.0381,33.4765,-84.0204,1.05,100,1,1,1,151,0,0,0,0
437864,2013,4,28,4/28/2013,16:08:00,3,GA,13,0,0,0,0,0.012,0,33.6543,-82.4636,33.6625,-82.4445,1.24,40,1,1,1,181,0,0,0,0
464404,2013,6,13,6/13/2013,17:00:00,3,GA,13,0,1,2,0,0.06,0,34.2662,-84.5574,34.1705,-84.4666,8.5,75,1,1,1,57,0,0,0,0
464409,2013,6,13,6/13/2013,17:30:00,3,GA,13,0,1,0,0,0.3625,0,34.0783,-84.5164,33.9548,-84.3478,12.93,200,1,1,1,57,67,121,0,0
468211,2013,8,18,8/18/2013,17:41:00,3,GA,13,0,1,0,0,0.009,0,33.4139,-85.2835,33.4179,-85.2785,0.4,15,1,1,1,149,0,0,0,0
496343,2014,1,11,1/11/2014,6:37:00,3,GA,13,0,0,0,0,0.003,0,34.3328,-84.5286,34.3476,-84.4811,2.9,10,1,1,1,57,0,0,0,0
501876,2014,2,21,2/21/2014,7:21:00,3,GA,13,0,2,0,0,0.54,0,32.5745,-82.9754,32.6659,-82.6961,17.47,200,1,1,1,175,167,0,0,0
495581,2014,2,21,2/21/2014,7:29:00,3,GA,13,0,0,0,0,0.1,0,31.43,-83.576,31.442,-83.541,2.22,300,1,1,1,277,0,0,0,0
515046,2014,4,7,4/7/2014,11:55:00,3,GA,13,0,1,0,0,0.07,0,31.5444,-83.2685,31.552,-83.2369,1.93,165,1,1,1,155,0,0,0,0
511191,2014,4,7,4/7/2014,19:50:00,3,GA,13,0,0,3,0,0.1,0,33.3025,-84.385,33.3086,-84.3705,0.94,150,1,1,1,255,0,0,0,0
511201,2014,4,28,4/28/2014,17:00:00,3,GA,13,0,2,0,0,0.041,0,33.122,-85.0556,33.2,-85.0247,5.7,150,1,1,1,285,149,0,0,0
511203,2014,4,28,4/28/2014,21:05:00,3,GA,13,0,1,0,0,0.12,0,34.951,-84.8718,34.9953,-84.8279,3.95,100,2,0,1,0,0,0,0,0
511203,2014,4,28,4/28/2014,21:05:00,3,GA,13,0,1,0,0,0.03,0,34.951,-84.8718,34.9877,-84.8321,3.39,100,2,1,2,313,0,0,0,0
518592,2014,5,14,5/14/2014,21:49:00,3,GA,13,0,0,0,0,0.05,0,32.1861,-83.1767,32.2104,-83.1702,1.72,100,1,1,1,91,0,0,0,0
518593,2014,5,14,5/14/2014,22:03:00,3,GA,13,0,1,0,0,0.05,0,34.3542,-83.5003,34.4623,-83.464,7.75,200,1,1,1,11,0,0,0,0
522849,2014,6,5,6/5/2014,17:21:00,3,GA,13,0,0,0,0,0.05,0,34.6123,-84.5534,34.6134,-84.54,0.77,50,1,1,1,123,0,0,0,0
523155,2014,6,7,6/7/2014,23:59:00,3,GA,13,0,0,0,0,0.15,0,33.0113,-85.1496,32.9988,-85.1223,1.8,280,1,1,1,285,0,0,0,0
544825,2014,10,6,10/6/2014,17:40:00,3,GA,13,0,1,0,0,0.3,0,34.9304,-85.1225,34.9307,-85.1174,0.29,100,1,1,1,47,0,0,0,0
547161,2014,10,14,10/14/2014,2:40:00,3,GA,13,0,1,0,0,0.055,0,32.7979,-84.7091,32.8552,-84.636,5.86,200,1,1,1,145,263,199,0,0
547172,2014,10,14,10/14/2014,3:15:00,3,GA,13,0,0,0,0,0.01,0,33.6552,-84.5147,33.6982,-84.509,2.99,75,1,1,1,121,0,0,0,0
547173,2014,10,14,10/14/2014,3:20:00,3,GA,13,0,0,0,0,0.01,0,33.6776,-84.4662,33.7143,-84.454,2.63,75,1,1,1,121,0,0,0,0
547176,2014,10,14,10/14/2014,3:33:00,3,GA,13,0,0,0,0,0.04,0,33.8427,-84.4407,33.8576,-84.4455,1.07,75,1,1,1,121,0,0,0,0
547186,2014,10,14,10/14/2014,3:43:00,3,GA,13,0,1,0,0,0.075,0,33.9821,-84.3918,33.9992,-84.385,1.25,100,1,1,1,67,121,0,0,0
547198,2014,10,14,10/14/2014,3:55:00,3,GA,13,0,1,0,0,0.095,0,34.0748,-84.3255,34.1613,-84.2461,7.51,100,1,1,1,121,117,0,0,0
549250,2014,11,17,11/17/2014,8:57:00,3,GA,13,0,1,0,0,0.015,0,32.5567,-83.3719,32.5567,-83.3711,0.05,100,1,1,1,289,0,0,0,0
549951,2014,11,23,11/23/2014,14:07:00,3,GA,13,0,1,0,0,0.025,0,32.0002,-85.0653,32.1505,-84.9183,13.49,75,2,1,2,259,0,0,0,0
549857,2014,11,23,11/23/2014,14:27:00,3,GA,13,0,1,0,0,0.005,0,32.0315,-84.8078,32.0378,-84.8046,0.47,100,1,1,1,259,0,0,0,0
550467,2014,11,23,11/23/2014,14:37:00,3,GA,13,0,1,0,0,0.0325,0,32.2982,-84.7905,32.5596,-84.6053,21.08,75,1,1,1,53,197,263,0,0
550476,2014,11,23,11/23/2014,15:01:00,3,GA,13,0,0,0,0,0.005,0,32.615,-84.5513,32.653,-84.5212,3.16,50,1,1,1,263,0,0,0,0
550477,2014,11,23,11/23/2014,15:20:00,3,GA,13,0,0,0,0,0.045,0,32.8945,-84.3502,33.0197,-84.2336,10.98,200,1,1,1,293,171,0,0,0
549832,2014,11,23,11/23/2014,15:40:00,3,GA,13,0,1,0,0,0.03,0,32.8818,-84.0179,33.1068,-83.8002,20.02,70,1,1,1,207,0,0,0,0
550479,2014,11,23,11/23/2014,15:40:00,3,GA,13,0,0,0,0,0.01,0,33.0747,-84.2059,33.0865,-84.1855,1.44,70,1,1,1,171,0,0,0,0
550480,2014,11,23,11/23/2014,15:49:00,3,GA,13,0,1,0,0,0.032,0,33.1532,-84.1128,33.4,-83.885,21.55,100,1,1,1,171,35,217,0,0
549844,2014,11,23,11/23/2014,16:10:00,3,GA,13,0,1,0,0,0.055,0,32.3152,-83.6336,32.3419,-83.5307,6.4,50,1,1,1,153,235,0,0,0
547874,2014,12,23,12/23/2014,12:58:00,3,GA,13,0,0,0,0,0,0,30.77,-83.33,30.7711,-83.3289,0.1,25,1,1,1,185,0,0,0,0
551254,2014,12,24,12/24/2014,11:50:00,3,GA,13,0,1,0,0,0,0,31.406,-82.251,31.466,-82.185,5.69,100,1,1,1,229,0,0,0,0
547863,2014,12,29,12/29/2014,10:26:00,3,GA,13,0,2,9,0,0.75,0,30.8157,-83.2833,30.8188,-83.2713,0.74,180,1,1,1,185,0,0,0,0
550957,2015,1,4,1/4/2015,10:27:00,3,GA,13,0,1,0,0,0.003,0,31.354,-83.625,31.356,-83.62,0.33,100,1,1,1,277,0,0,0,0
555626,2015,1,4,1/4/2015,10:32:00,3,GA,13,0,0,0,0,0.015,0,32.1207,-83.5002,32.1205,-83.4974,0.16,50,1,1,1,235,0,0,0,0
555633,2015,1,4,1/4/2015,10:44:00,3,GA,13,0,0,0,0,0.01,0,32.173,-83.3551,32.1867,-83.3215,2.18,100,1,1,1,235,0,0,0,0
550959,2015,1,4,1/4/2015,10:45:00,3,GA,13,0,1,0,0,0.01,0,31.417,-83.395,31.42,-83.392,0.27,100,1,1,1,277,0,0,0,0
555634,2015,1,4,1/4/2015,10:55:00,3,GA,13,0,1,0,0,0.003,0,32.2245,-83.2403,32.2255,-83.2349,0.32,120,1,1,1,91,0,0,0,0
552418,2015,1,4,1/4/2015,12:03:00,3,GA,13,0,1,2,0,0,0,31.5345,-82.4286,31.5719,-82.3597,4.81,50,1,1,1,5,0,0,0,0
555383,2015,1,4,1/4/2015,14:03:00,3,GA,13,0,1,0,0,0,0,32.0365,-81.2301,32.0572,-81.1851,3,440,1,1,1,51,0,0,0,0
574046,2015,4,3,4/3/2015,20:10:00,3,GA,13,0,1,0,0,0.005,0,34.7332,-85.5388,34.7328,-85.537,0.11,30,1,1,1,83,0,0,0,0
574254,2015,4,19,4/19/2015,8:26:00,3,GA,13,0,1,0,0,0.01,0,32.3026,-84.9419,32.3395,-84.9064,3.29,350,2,1,2,53,0,0,0,0
567127,2015,4,19,4/19/2015,9:15:00,3,GA,13,0,1,0,0,0.05,0,31.2024,-85.1067,31.33,-84.9,15.06,500,3,1,2,99,0,0,0,0
574704,2015,4,19,4/19/2015,9:38:00,3,GA,13,0,1,0,0,0.05,0,31.9643,-84.1736,31.975,-84.1522,1.46,100,1,1,1,261,0,0,0,0
574723,2015,4,19,4/19/2015,11:23:00,3,GA,13,0,1,0,0,0.075,0,32.406,-83.1281,32.5369,-83.0042,11.57,300,1,1,1,175,0,0,0,0
568563,2015,4,19,4/19/2015,12:01:00,3,GA,13,0,0,0,0,0.02,0,31.5147,-82.961,31.5472,-82.9067,3.91,60,1,1,1,69,0,0,0,0
561165,2015,4,19,4/19/2015,13:42:00,3,GA,13,0,2,0,0,0,0,33.2181,-81.9498,33.2746,-81.9052,4.68,200,1,1,1,33,0,0,0,0
582934,2015,5,26,5/26/2015,13:41:00,3,GA,13,0,1,0,0,0.1,0,32.89,-84.71,32.9952,-84.6011,9.75,350,1,1,1,199,0,0,0,0
601733,2015,11,1,11/1/2015,14:45:00,3,GA,13,0,0,0,0,0.01,0,30.9858,-84.231,30.987,-84.2307,0.08,50,1,1,1,131,0,0,0,0
601734,2015,11,1,11/1/2015,15:43:00,3,GA,13,0,0,0,0,0.007,0,31.2173,-83.9785,31.2177,-83.9782,0.03,25,1,1,1,71,0,0,0,0
601735,2015,11,2,11/2/2015,11:49:00,3,GA,13,0,0,0,0,0,0,31.5958,-84.5834,31.6244,-84.5574,2.5,50,1,1,1,37,0,0,0,0
608687,2015,11,2,11/2/2015,12:11:00,3,GA,13,0,0,0,0,0.05,0,31.1223,-84.8391,31.1229,-84.8376,0.1,50,1,1,1,201,0,0,0,0
603779,2015,11,2,11/2/2015,15:06:00,3,GA,13,0,1,0,0,0.025,0,31.8454,-83.0922,31.8518,-83.0654,1.63,50,1,1,1,271,0,0,0,0
603787,2015,11,2,11/2/2015,15:32:00,3,GA,13,0,1,0,0,0.025,0,31.9366,-82.8165,31.9383,-82.8035,0.77,50,1,1,1,271,0,0,0,0
603826,2015,11,18,11/18/2015,15:48:00,3,GA,13,0,1,0,0,0.05,0,33.5047,-84.72,33.5063,-84.7174,0.19,200,1,1,1,77,0,0,0,0
603839,2015,11,18,11/18/2015,15:59:00,3,GA,13,0,1,1,0,0.15,0,33.5584,-84.6295,33.5789,-84.5907,2.64,200,1,1,1,121,0,0,0,0
603846,2015,11,18,11/18/2015,16:47:00,3,GA,13,0,0,0,0,0.06,0,33.8361,-84.1978,33.8374,-84.1965,0.12,100,1,1,1,89,0,0,0,0
607357,2015,12,24,12/24/2015,12:29:00,3,GA,13,0,0,0,0,0.015,0,32.8212,-84.1342,32.8222,-84.1308,0.2,180,1,1,1,293,0,0,0,0
613525,2016,2,3,2/3/2016,16:00:00,3,GA,13,0,0,0,0,5080000,0,31.8717,-81.6247,31.9248,-81.563,5.7,300,1,1,1,179,0,0,0,0
613587,2016,2,23,2/23/2016,23:07:00,3,GA,13,0,1,0,0,0,0,31.4151,-84.9804,31.4383,-84.9539,2.24,350,1,1,1,99,0,0,0,0
613588,2016,2,23,2/23/2016,23:55:00,3,GA,13,0,1,0,0,0,0,31.6405,-84.42,31.7026,-84.3734,5.09,200,1,1,1,273,0,0,0,0
613589,2016,2,24,2/24/2016,0:26:00,3,GA,13,0,1,0,0,50000,0,31.8496,-84.0279,31.8519,-84.0257,0.2,75,1,1,1,177,0,0,0,0
613590,2016,2,24,2/24/2016,1:45:00,3,GA,13,0,1,0,0,20000,0,30.8601,-84.3365,30.9679,-84.1607,12.81,400,1,1,1,131,0,0,0,0
613693,2016,3,31,3/31/2016,17:38:00,3,GA,13,0,0,0,0,2000,0,31.07,-84.27,31.0721,-84.2657,0.29,50,1,1,1,131,0,0,0,0
613701,2016,4,1,4/1/2016,5:03:00,3,GA,13,0,0,0,0,15000,0,32.595,-84.0926,32.5977,-84.0697,1.35,300,1,1,1,269,79,0,0,0
613702,2016,4,1,4/1/2016,5:42:00,3,GA,13,0,1,0,0,250000,0,32.6231,-83.6776,32.6278,-83.5942,4.86,350,1,1,1,153,0,0,0,0
613703,2016,4,1,4/1/2016,6:06:00,3,GA,13,0,0,0,0,10000,0,32.6385,-83.479,32.6461,-83.4736,0.61,60,1,1,1,289,0,0,0,0
613704,2016,4,1,4/1/2016,6:50:00,3,GA,13,0,1,0,0,120000,0,32.573,-83.259,32.5891,-83.2245,2.3,300,1,1,1,289,319,0,0,0
613705,2016,4,1,4/1/2016,15:15:00,3,GA,13,0,1,0,0,0,0,31.17,-82.91,31.19,-82.78,7.81,1232,1,1,1,65,0,0,0,0
613706,2016,4,1,4/1/2016,15:35:00,3,GA,13,0,1,0,0,0,0,31.24,-82.66,31.25,-82.62,2.46,880,1,1,1,299,0,0,0,0
613716,2016,4,6,4/6/2016,23:55:00,3,GA,13,0,0,0,0,20000,0,32.0639,-84.9134,32.0641,-84.9106,0.16,50,1,1,1,259,0,0,0,0
613717,2016,4,7,4/7/2016,0:27:00,3,GA,13,0,0,0,0,30000,0,31.9895,-84.5977,31.9727,-84.5131,5.09,300,1,1,1,307,0,0,0,0
613718,2016,4,7,4/7/2016,0:40:00,3,GA,13,0,2,5,0,150000,0,31.6221,-84.8895,31.5646,-84.6296,15.8,250,1,1,1,243,61,37,0,0
613915,2016,5,17,5/17/2016,14:09:00,3,GA,13,0,1,0,0,0,0,32.1413,-81.3212,32.1393,-81.3084,0.76,100,1,1,1,51,0,0,0,0
614134,2016,6,26,6/26/2016,11:45:00,3,GA,13,0,0,0,0,5000,0,31.17,-83.54,31.17,-83.54,0.01,10,1,1,1,75,0,0,0,0
614153,2016,7,4,7/4/2016,15:18:00,3,GA,13,0,-9,0,0,0,0,31.9347,-81.1539,31.9345,-81.1534,0.03,20,1,1,1,51,0,0,0,0
614227,2016,7,22,7/22/2016,9:10:00,3,GA,13,0,0,0,0,0,0,31.94,-80.95,31.9407,-80.9488,0.09,20,1,1,1,51,0,0,0,0
614349,2016,9,2,9/2/2016,1:50:00,3,GA,13,0,1,0,0,0,0,31.66,-81.38,31.73,-81.38,4.84,650,1,1,1,179,0,0,0,0
614350,2016,9,2,9/2/2016,3:12:00,3,GA,13,0,1,0,0,0,0,31.93,-81.03,31.95,-81.03,1.38,350,1,1,1,51,0,0,0,0
614438,2016,11,30,11/30/2016,0:56:00,3,GA,13,0,0,0,0,50000,0,34.9393,-85.1015,34.9443,-85.0795,1.29,225,1,1,1,47,0,0,0,0
614444,2016,11,30,11/30/2016,11:53:00,3,GA,13,0,0,0,0,8000,0,33.6646,-85.1613,33.6859,-85.0964,4.02,100,1,1,1,45,0,0,0,0
614446,2016,11,30,11/30/2016,12:39:00,3,GA,13,0,1,0,0,50000,0,33.7786,-84.5406,33.7825,-84.5341,0.46,100,1,1,1,67,0,0,0,0
614447,2016,11,30,11/30/2016,12:50:00,3,GA,13,0,1,0,0,25000,0,33.8376,-84.4277,33.8439,-84.3955,1.9,100,1,1,1,121,0,0,0,0
614448,2016,11,30,11/30/2016,13:07:00,3,GA,13,0,0,0,0,16000,0,34.0905,-84.2336,34.1158,-84.1927,2.93,100,1,1,1,121,117,0,0,0
614449,2016,11,30,11/30/2016,14:04:00,3,GA,13,0,1,0,0,65000,0,34.2322,-83.5025,34.2567,-83.4635,2.8,100,1,1,1,157,11,0,0,0
614470,2016,12,29,12/29/2016,2:50:00,3,GA,13,0,1,0,0,50000,0,34.1078,-83.5913,34.0953,-83.5322,3.49,250,1,1,1,157,0,0,0,0
614496,2017,1,2,1/2/2017,16:58:00,3,GA,13,0,1,0,0,60000,0,31.9536,-84.6755,31.9612,-84.6709,0.59,200,1,1,1,259,0,0,0,0
614499,2017,1,2,1/2/2017,20:12:00,3,GA,13,0,2,0,0,500000,0,31.2767,-85.0086,31.3053,-84.9432,4.34,400,1,1,1,99,0,0,0,0
614500,2017,1,2,1/2/2017,20:14:00,3,GA,13,0,1,0,0,250000,50000,30.9973,-84.945,31.0257,-84.8915,3.73,600,1,1,1,253,0,0,0,0
614501,2017,1,2,1/2/2017,20:18:00,3,GA,13,0,2,0,0,500000,0,31.2567,-84.9037,31.328,-84.7396,10.87,1000,1,1,1,99,0,0,0,0
614502,2017,1,2,1/2/2017,20:34:00,3,GA,13,0,2,0,0,100000,0,31.369,-84.7196,31.4099,-84.6618,4.43,500,1,1,1,99,0,0,0,0
614503,2017,1,2,1/2/2017,20:41:00,3,GA,13,0,1,0,0,50000,0,31.1844,-84.5714,31.2745,-84.4412,9.91,1000,1,1,1,201,7,0,0,0
614504,2017,1,2,1/2/2017,20:52:00,3,GA,13,0,0,0,0,250000,0,31.4846,-84.5174,31.4928,-84.5117,0.66,400,1,1,1,37,0,0,0,0
614505,2017,1,2,1/2/2017,21:08:00,3,GA,13,0,1,0,0,100000,7500000,31.4107,-84.164,31.4337,-84.1023,3.97,200,1,1,1,205,0,0,0,0
614506,2017,1,2,1/2/2017,21:32:00,3,GA,13,0,1,0,0,500000,0,31.6417,-84.0093,31.6783,-83.8633,8.95,600,1,1,1,95,321,0,0,0
614528,2017,1,21,1/21/2017,7:49:00,3,GA,13,0,1,0,0,50000,0,32.9792,-85.0487,33.0185,-84.9678,5.42,200,1,1,1,285,0,0,0,0
614539,2017,1,21,1/21/2017,9:33:00,3,GA,13,0,1,0,0,75000,0,32.6182,-84.9462,32.6876,-84.7791,10.84,400,1,1,1,145,0,0,0,0
614540,2017,1,21,1/21/2017,10:06:00,3,GA,13,0,0,0,0,10000,0,32.7684,-84.6379,32.7753,-84.6058,1.92,100,1,1,1,263,0,0,0,0
614541,2017,1,21,1/21/2017,10:14:00,3,GA,13,0,1,0,0,65000,0,32.8097,-84.5331,32.8735,-84.394,9.52,300,1,1,1,263,293,0,0,0
614542,2017,1,21,1/21/2017,10:18:00,3,GA,13,0,1,0,0,100000,0,32.5937,-84.3997,32.6883,-84.2217,12.25,400,1,1,1,269,0,0,0,0
614543,2017,1,21,1/21/2017,10:22:00,3,GA,13,0,2,0,0,300000,0,32.8318,-84.4239,32.9109,-84.3983,5.68,300,1,1,1,263,293,0,0,0
614544,2017,1,21,1/21/2017,10:25:00,3,GA,13,0,1,0,0,75000,0,32.8477,-84.4077,32.8946,-84.3364,5.26,200,1,1,1,293,0,0,0,0
614545,2017,1,21,1/21/2017,10:32:00,3,GA,13,0,0,0,0,20000,0,32.9182,-84.36,32.9237,-84.3718,0.78,100,1,1,1,293,0,0,0,0
614546,2017,1,21,1/21/2017,10:39:00,3,GA,13,0,1,0,0,20000,0,32.9499,-84.3131,32.9769,-84.3105,1.87,175,1,1,1,293,0,0,0,0
614547,2017,1,21,1/21/2017,10:59:00,3,GA,13,0,1,0,0,30000,0,32.4111,-84.009,32.452,-83.864,8.92,100,1,1,1,193,0,0,0,0
614548,2017,1,21,1/21/2017,11:08:00,3,GA,13,0,0,0,0,15000,0,32.9113,-83.8972,33.0158,-83.8092,8.84,250,1,1,1,207,0,0,0,0
614549,2017,1,21,1/21/2017,11:11:00,3,GA,13,0,2,0,0,295000,0,32.5114,-83.7901,32.5942,-83.5945,12.85,350,1,1,1,225,153,225,153,0
614550,2017,1,21,1/21/2017,11:46:00,3,GA,13,0,0,0,0,50000,0,32.535,-83.385,32.575,-83.33,4.23,100,1,1,1,289,0,0,0,0
614551,2017,1,21,1/21/2017,11:50:00,3,GA,13,0,1,0,0,30000,0,32.444,-83.313,32.469,-83.245,4.32,100,1,1,1,23,0,0,0,0
